"","RRN-SKG2-p1-65","RRN-SKG2-p1-66","RRN-SKG2-p1-67","RRN-SKG2-p1-68","RRN-SKG2-p1-69","RRN-SKG2-p1-70","RRN-SKG2-p1-71","RRN-SKG2-p1-72"
"1636729eb2a12a73005ddd0b1e71760a",0,0,0,23,0,0,0,0
"659e5f67bb220c8d706991d231408abf",0,0,0,0,0,0,0,0
"85e4692aa5ca070cd9890b2eb55a9481",0,0,0,0,0,0,0,0
"1b3b7bcf6010596644f5ab9a808f2a73",0,0,0,0,0,0,0,0
"721106b7fa385b1bc9befd81e1d8f530",0,0,0,0,0,0,0,0
"d20896051727f70eb0949d6476cb7985",0,0,0,0,0,0,0,0
"4c4acbceb05d8526d426ef75a94d611c",0,0,0,0,0,0,0,0
"e8c4abd3fcc0ff4759734e64affbd721",0,0,0,0,0,0,0,0
"a73391d0880fc255841b3bc781aafd73",0,0,0,0,0,0,0,0
"2e63e8e3f9f0f102f570e736e4b27c69",0,0,0,0,0,0,0,0
"a20313247b870f56f8abbb4c6c50947a",0,0,0,0,0,0,0,0
"8f678e1214db4e5e1c0c354e11d9f3f8",7,0,0,6,0,0,0,19
"7f8eddceb6bfcecfe8fd64f045ea382b",0,0,0,0,0,3,0,0
"93e01f5aac4fa940dcddbbfc40edde9b",0,0,0,0,0,0,0,0
"54ab9b7bec35f45f9cd812cb122e645a",0,0,0,0,3,0,5,3
"b45c93c4f01f77ef6b8a8a5847c26c04",16,0,0,0,12,0,0,0
"411b1a6f2df76cafb02680de95e8ccbf",0,0,0,0,0,0,0,0
"37d27e2f0528310594a5b8ebe6e3d46c",0,0,44,0,0,0,0,0
"c06b712348f8542720421722120be38e",0,0,0,0,0,0,0,0
"9c114900e644efc08049ae7c7b848ec2",0,0,0,0,0,0,0,0
"a5a0bda5607ab2f14a9b3cdf23b8f67b",0,0,0,0,0,0,0,0
"17b41b1c20531f69597557ae6575dcc5",0,0,0,0,0,0,0,0
"efd9683606267badf1f7fd3408a3adae",0,0,0,0,0,0,0,0
"c6723ca6ebbfa3de04b182b1ed8fc51b",0,0,0,0,0,0,0,0
"ca813f9e4753f69bff9c4e2a86fac830",0,0,0,0,0,0,0,0
"2cf2f1a47d091fe96d7ff12d169ee00d",0,0,0,0,0,0,0,0
"49c35e112477826a18634878c36b839a",0,0,0,0,0,0,0,0
"ad88dfbac43bbfb71e058808af18a54f",0,0,0,0,0,0,0,0
"efefb84a7c68bc90b799c56d86c00618",0,0,0,0,15,0,0,0
"e2612ecdf947b9d7a2b632dc33bca414",0,0,0,0,0,0,0,0
"a986a339734397ab60063008525c4bb9",0,0,0,0,0,0,0,0
"f0d26356c2cbf9cf9922838c43aa49e1",0,0,0,0,0,2,0,0
"f98fae776a324f771320f179a5f38987",0,0,0,0,0,0,0,0
"4236efeea6e79b59ff654dd586eb096f",0,0,0,0,0,0,0,0
"9487aefa44fa7140a44e58ae5c859e5c",0,0,0,0,0,0,0,0
"d2fac1d3477ddb5590f5312a66fa8a09",0,0,0,0,0,0,0,0
"540e53e1782d89b2746d34a0effc843e",0,13,0,0,0,0,0,0
"df63aa89b12ffccf52b4e61ff55b9e8e",0,0,0,0,0,0,6,0
"80c749770d736f1ef775cfcc2f2fbb66",0,0,0,0,0,0,0,0
"684ec7bae4bb914632362dd52a015b02",0,0,0,0,0,0,7,0
"9e231f1a160ceeab84250aad26209322",0,0,0,0,0,0,0,0
"fc94f20dc0116e631c9bbd378bfdbe27",0,0,0,0,0,0,0,0
"65fe65aa8cb2b78361e22c2836209481",0,0,0,0,0,0,0,0
"d3985f465e39f3c3d2d08e0b7c512415",0,0,0,0,0,0,0,0
"7379b98ab2925d284544faf14eabfcf4",0,0,0,0,0,0,0,20
"80f26a4037265c2d820c9d3d506d62cd",0,0,0,0,0,0,0,0
"b7ce2d82faa1b6def3e46c20d8461c58",6,0,8,0,0,5,7,0
"846d77d5c398f786fca3771da2bfe6d5",57,0,0,0,0,0,0,0
"4134ad8a7c05e84b58fc232fd4f325d3",0,0,0,0,29,0,0,0
"1810dba89b5ea081c0ffcfbfcb3f1d6e",0,40,0,0,7,0,0,0
"5d8f26355ed92e468e5b81965c43355c",0,0,0,0,0,0,0,0
"f422aab8d835df947bbb1d1304e5477c",0,0,0,0,0,0,0,34
"b4f80d1f9838a165832c5aa0e09f3203",0,11,0,0,0,0,0,0
"98d7ad57e8596533f041f95d600c8d62",0,0,0,0,0,0,0,0
"5e56bed0d841b42a161f848c80ea1480",0,0,3,11,0,0,0,0
"d7b8a25da82bccc48f91f25966c10940",0,0,0,0,0,0,0,0
"2838574a238007acafef7edaccccbd38",0,0,0,0,0,0,0,0
"312015c00f6652c04c215fbc47488649",0,0,0,0,0,0,0,0
"49fe00a3f280c30acc90aaf2125bc26c",0,0,0,0,0,0,0,0
"8db02f4427d2058393d6d09ef53282f9",0,0,0,0,0,0,18,0
"45586716398bf0a1eb30d93b9e908845",0,0,0,0,0,0,0,0
"055fb55d49e5b5fcad4153d7bca16da6",0,0,0,0,0,0,0,0
"f86fb39b17699e0e1c8f49384655403e",0,0,0,0,0,0,0,0
"910cb9fdebce3337aff4c15b2e9af794",0,0,0,0,0,0,0,0
"9ed4c2d89074327c2e9eed997197000c",0,0,0,0,0,0,0,0
"da9dd834e5d5048a2a4cc748dd607795",0,0,0,0,0,0,0,0
"c4a57fa7c06676ffd58472bff74a7d7d",0,0,0,0,0,0,0,0
"cb0debf5790a77b8bdd43c334af7c703",0,0,0,0,0,0,0,0
"eff172a2c5d800223c8a6d9c944c211f",0,0,0,0,0,0,0,0
"d4794c370ff8afe685b59ebb1606e129",0,0,0,0,0,0,0,0
"0e2d22ba22de64f6ea6be05030503322",0,0,0,0,0,0,0,0
"0d420ddf5619115a0a6e357ff231b3ef",0,0,0,0,0,0,0,0
"758072220fe51b5abc873c53adb1bd19",0,0,0,0,0,0,0,0
"dfdc712087293952b718d5e554968ed5",0,0,0,0,0,0,0,0
"37c46c1b2d2807faf85453f6de29c42a",0,0,0,0,0,0,0,0
"7be4ad0d7f67f8d6f80ddfba0fbbc363",5,0,11,0,0,0,0,0
"f02078ba521047ea46f8c03598679176",0,0,0,0,0,0,0,0
"fb88635cbdce1e6dad7559366d648d8d",0,0,0,0,0,0,0,0
"18cc1f90d966be2060cd353797e35298",0,0,0,0,0,0,0,0
"507cae2e5eb5915e1ec78b717eb39ef6",0,0,0,0,0,0,0,0
"39cbab6945329984c8661c168f9a50ce",0,0,0,0,0,0,0,0
"1416139ee6086ee4fa96fb9091c45055",0,0,0,0,0,0,0,0
"7d9b1358b085b007723799a4eeee70fa",0,0,0,0,0,0,0,0
"23d246b77a95e7a3a5b7ad1bca28b84b",0,0,0,0,0,0,0,0
"0b3093973a2840cf8ee0aca2a6684db3",0,0,0,0,0,0,0,0
"f5aaaed33993b25c1a64dc481998893e",0,0,0,0,0,0,0,0
"3e783f5c5a3d7d47a672c874d5f56a49",0,0,0,0,0,0,0,0
"d0b24755febb981ff8f9d47a75bb9b80",0,0,0,0,0,0,0,0
"0199631a1a4e09eca64a01bbfc4a23d5",0,0,0,0,0,0,17,0
"90cffe6e49d318736fe9360bf1a08a64",0,0,0,0,0,0,0,0
"3ccc739a4de512c34f19bd617e9187c1",0,0,0,0,0,0,0,0
"43cd10f974dac2fa6a4ef371d6a3641f",0,0,0,0,0,0,0,0
"6e14788f3f3cb78ee7fa0348a0c2cf46",0,0,0,0,0,0,0,0
"95a0440ac3e8a1d10a91e941614e1648",0,0,0,0,0,0,0,0
"4abfdb66b1f838ed3a1975839cfff5cc",29,0,0,0,0,0,0,0
"aa8e385f09626f099e5fd2e3ecfe2a28",0,0,0,0,0,0,0,0
"0ccb30bffeea30c1e2f58b18c428da67",0,0,0,0,0,0,0,0
"3c0eb3d3680a609717eb609aa97298c4",0,0,0,0,0,0,0,0
"654d34dc0d26ff49db45d02825ab5045",0,0,0,0,0,0,0,0
"773673f446d863c2a7fc552b28ab3104",0,0,0,0,0,0,0,0
"6d06f238fd4263507c70e6e692b82f64",0,0,0,0,0,0,0,0
"20cf13f228f8d16b499e9493dd2ee208",0,0,0,0,0,0,0,0
"19157cee9878c4c657d23f08335249a1",0,0,0,0,0,0,0,0
"7f4b4b55857d50c56b4f358eace64c44",0,0,0,0,0,0,0,0
"6f5a862979223080ee400fd5d24d846c",0,0,0,0,0,0,0,0
"ba2c5f6ea5a440bc57181dacbef04312",0,0,0,0,0,0,0,0
"ab57bd0ce0c44667c3179d8d52b08254",0,0,0,0,0,0,0,0
"a4ad983d9eaba68114f9b7a5c02811d6",0,0,0,0,0,0,0,0
"fc14a62585e810f51b0ad303cca6b1f0",0,0,0,0,0,0,0,0
"71f35753096d6ac1dd3ed5f8421ea485",0,0,0,0,0,0,0,0
"cc6b9d7aca051b10320072b88cf468d5",0,0,0,0,0,0,0,0
"f43a4a46242362a32bbc4958dce22ef6",0,0,0,0,0,0,0,0
"302982707dc87db52c92659fc7f57443",0,0,0,0,0,0,0,0
"c37d77e7e5ea45c4a732143e772cf418",0,0,0,0,0,0,0,0
"fd0e07728faa8aed64f04b7291606258",0,0,0,0,0,0,0,0
"263655a4b3918486546878267ff62a43",0,0,0,0,0,9,0,0
"c0ab8f0f1a53c33d4a909514511f9436",0,0,0,0,0,0,0,0
"5ca93558170b2cbacc0f10427e98aa01",0,0,0,0,0,0,0,0
"0e4004d2443c8370f268cb0f6e098650",0,0,0,0,0,0,0,0
"c7aa1133df2580f9cc61844e26abb043",0,0,0,0,0,0,0,0
"c280c28e29657e6dec22d1df1a7abb25",0,0,0,0,0,0,0,0
"9c13009a275ca87b4c1e8ba96489502e",0,0,0,0,0,0,0,0
"d61ba016cf7c8e2235836e24af098d7d",0,0,0,0,0,0,0,0
"d7ea6b8518e8abaa4fc57934f7527c19",0,0,0,0,0,0,0,0
"60ac547b9db824c78252ee0beab2f639",0,0,0,0,0,0,0,0
"e768101e49ec06669b3c351b4f39c46b",0,0,0,0,0,0,0,0
"41e4108a7cb9f1e789b97935314aef2d",0,0,0,0,0,0,0,0
"4d5c997d487238c6e4277e0b31ab8b79",0,0,0,0,0,0,0,0
"194151e8537d948d4990c81ce4ca02ce",0,0,0,0,0,0,0,0
"f94a118c33f9a67bcd4c47872ac489f0",0,0,0,0,0,14,0,0
"2d7edefc6c34736ecde3f9b088a0520d",0,0,0,0,0,0,0,25
"ccd12fea7b68ca2578e9b656a27f92a6",0,0,0,0,0,0,0,0
"5f77de5c2142eb4eeaa970991eaed7c4",0,0,0,0,0,0,0,0
"08a146f981b749ecf0ef17de4d94dbac",0,0,0,0,0,0,0,0
"eb6699104813010694c94a049de0736b",0,0,0,0,0,0,0,0
"cac542b661784b7879eb4cc87b6b11f0",0,0,0,0,0,0,0,0
"640db52fa7e71ae6ea24adcd15fc2213",0,0,0,0,0,0,14,0
"c0955e5570d3916e330c899da5e2c4ed",0,0,0,0,0,0,0,0
"1183ddd22fd4e0083930f5587669814e",0,0,0,0,0,0,0,0
"c192c63d8bbdc653f865e67bdb261533",0,0,0,0,0,0,0,0
"ced8084c948c40969cb42c6f2de14018",0,0,0,0,0,0,0,0
"392a5af74669188be606dfc476f9d30d",0,0,0,0,0,0,0,0
"9ec2f29772461c8dab7d1f38216f363e",0,0,0,0,0,0,0,0
"efaa859ffeb5f53cb0212e9151d6e7b8",0,0,0,0,0,0,0,0
"3723c462d153e97511ce6b574e922bef",0,0,0,0,0,0,0,0
"cd55810efe4d6d66badeb3fa14e7fcf8",0,0,0,0,0,0,0,0
"7a1e6455a09fe36da33b88ac55f81b1e",0,0,0,0,0,0,0,25
"5050714d24a78693b3d75fc349b6ad30",0,0,0,0,0,0,0,0
"3526e22e1aef410eaecb1485cde68dee",0,0,0,0,0,0,0,0
"60c18c34d06c3c16da5e55788fc48afe",0,0,13,0,0,0,0,0
"9704dbfe2f51d6371f5b0074f65b58b9",0,0,0,0,0,0,0,0
"c702f8fc01c29f2e5469a3eaf8ab28d7",0,0,0,0,0,0,0,0
"bab3ac373219d1643db51b74a414afe8",0,0,0,0,0,0,0,0
"06ae9b17bda5c4bf0a4083eef64a1659",0,0,0,0,0,0,0,0
"6c64a41d73e00f788db4495301ad6479",0,0,0,0,0,0,0,0
"e7f2e44287babd9dbbab0b50d15a2489",0,0,0,0,0,0,0,0
"a8ce97c321619ff3cb8d0f64abee2a36",0,0,1,0,0,0,1,0
"7400588376ae513b77316cdb97104e01",0,0,0,0,0,0,0,0
"17318ba2901218dfe6d805c2b36d91fa",0,0,0,0,0,0,0,0
"a296bdb15ed459607ab8e59481bd34d6",0,0,0,0,0,0,0,0
"6b44f80875b0a520f1a73d534bc76eba",0,0,0,0,0,0,0,0
"14cef5ce1cc26220f40bcd6adefe3367",0,0,0,0,0,0,0,0
"1ca186355b2339ae0738aa36ddadb48b",0,0,0,54,0,0,0,0
"a410f566ce63f21f06be6d44b41bb57f",0,0,0,0,0,0,0,0
"a4b560de05a4daa1640c753cc9de3097",0,0,0,0,0,0,0,0
"d457cc22ace66f214f795ffa8ef1324f",0,0,0,0,0,0,0,0
"80db623282c3b488a15bd89c097b3885",0,0,0,0,0,0,0,0
"da503c8840bdec681196b1d89246baee",0,0,0,0,0,0,0,0
"cc0139da42ff59e5d55a685a9399fb5e",0,0,0,0,0,0,0,0
"06f4802b14949318e29842528853e9bd",0,0,0,0,0,0,0,0
"5e1e991294649d7afa92085a7f42a69e",0,0,0,0,0,0,0,0
"e8bfc6954291c15ef477e9e000c5f405",0,0,0,0,0,0,0,0
"f5c7052edde40f1a3ffeb70131d01ed6",0,0,0,0,0,0,0,0
"bf6f1b46de079afce097ad39097aa36e",0,0,0,0,0,0,0,0
"e0009eeafa80e64964bf41e54a0a3feb",0,0,0,0,0,0,0,0
"d3b94b63be0ae1b8ce41ef590908cd6a",0,0,0,0,0,0,0,0
"54d18074baf9bd4d574efbdb8545612d",0,0,0,0,0,0,0,0
"c234f5b8b7971fbbde35effcbeb1a3fd",0,0,0,0,0,0,0,0
"2877b6f46046866e79f3c5229771979b",0,0,0,0,0,0,0,0
"32466724bdee223da479af15f731b605",0,0,0,0,0,0,0,0
"2741e1550b33d9fdc03242460ab16cc9",0,0,0,0,0,0,0,0
"abe1cff101d298164c95c639fb203cb4",0,0,0,0,0,0,0,0
"c3b9e1c286f3dd4597fc32a5f1a2b663",0,0,0,0,0,0,0,0
"22e70f10846bc4f15acb3500048e78e1",0,0,0,0,0,0,0,0
"707ca9deb8add5dcf1b5369d0bc28d5e",0,0,0,0,0,0,0,0
"1ac1f729baf717c40fabcb92a70e98ca",0,0,0,0,0,0,0,0
"b0834ccd895bcbd6fcc2d4b771dd0ff1",0,0,0,0,0,0,0,0
"9d41cc4ec0550cee7b52a627ff8b7378",0,0,0,0,0,0,0,0
"4d6aee40de36a6dc84c89ee12410c7dd",0,0,0,0,0,0,0,0
"186688a897ba85ae59abcbcadd691c40",0,0,0,0,0,0,0,0
"1ef41943ec7bac6cabb36a7b96102259",0,0,0,0,0,0,0,0
"f0dce41a428f78b90d130293012d2956",0,0,0,0,0,0,0,0
"d0aa6a6513c85f45dfa917afd8a091bd",0,0,0,0,0,0,0,0
"fd47bd71c0d5ed8b0ba15100299ffecd",0,0,0,0,0,0,0,0
"06f466666135e3a0cd2caac1337b0aa9",0,0,0,0,0,0,0,0
"8e7a7c02515abf7792e6d4a67b47b503",0,0,0,0,0,0,0,0
"78ab7aa80773ef0b878afab813e32154",0,0,0,0,0,0,0,0
"78ef48aba8226b2d3b910640ec588864",0,0,0,0,0,0,0,0
"07f88a65eed4f94b89b716bcff533a36",0,0,0,0,0,0,0,0
"32f9d3d8aa26de9fc3b3fe67d57b9cc9",0,0,0,0,0,0,0,0
"be5d5fc3879dda6880cf9a49599855e0",0,0,6,0,0,0,0,0
"369387e52975984039c753e68886d586",0,0,0,0,0,0,0,0
"a2ef9e469b0b3858c223b8bfbb93e884",0,0,0,0,0,0,0,0
"23433dba325d7c89baa018f347b7d6c4",0,0,0,0,0,0,0,0
"274d7cd9bbef339da0e494bdd7bd4c11",0,0,0,0,0,0,0,0
"147054a6d5b0304bdfb517cdef4fa3b5",0,0,0,0,0,3,0,0
"08b056cc61293cb0137b4b6a024cbec4",0,0,0,0,0,0,0,13
"0997577842050cb01a61d0255fe0ffb6",0,0,0,0,0,0,0,0
"c7a97edcd42a4ffe5a01e0bb5695672f",0,0,0,0,0,0,0,0
"4eaca39006af30cc0cc729e9930c2b60",0,0,0,0,0,0,0,0
"d205b78f93e53372a860e0cd35e0b806",0,0,0,0,0,0,0,0
"61fed54950c94e2893ccc9d258afd924",0,0,0,0,0,0,0,0
"db779a652cb1a78ca1eea86d8d40fa41",0,0,0,0,0,0,0,0
"02146768dcd7c1ecf0b3f400daa4c458",0,0,0,0,0,31,0,0
"6a048cd156b32385a7485c6e42aaf8fe",0,0,0,0,0,0,0,0
"5fab46df57689d18ff6b11e23e260c33",0,0,0,0,0,0,0,0
"57651765d7258e48cca53481e98684d4",0,0,0,0,0,0,0,0
"92f8ae7e966a04b083170bf8b2036587",0,0,0,0,0,0,0,0
"4e362dfcfeea99ecba8a5fe1fb986d05",0,0,0,0,0,0,0,0
"1b503918fb2f594b8fd10091d166b1c5",0,0,0,0,0,0,0,0
"5703daf8d750976d6ae20b1d0e932a4e",0,0,0,0,0,0,0,0
"be5fd4a316759dd9b19669af1aedef1c",0,0,0,0,0,0,0,0
"026322b3b8718764dae37e6324db719c",0,0,0,0,0,0,0,0
"85aa4ca2e40f82a0b1fe420916286c0f",0,0,0,0,0,0,0,0
"2c796538ebe5bdf80383a492e53c2719",0,0,0,0,0,0,4,0
"f108f755fa23fa74ab3199ad82bf83e9",0,0,0,0,0,0,0,0
"24e465c6574f8b20dddf30461c315d39",0,0,0,0,0,0,0,0
"f7ea12a71fb2ab88e584942f371e59ac",0,0,0,0,0,0,0,0
"3d0aa8123b664acab8d96d5518debb2e",0,0,0,0,0,0,0,0
"0290addfab2a8e083a511333dfcd33dd",0,0,0,0,0,0,0,0
"8ef7209537fc461aceaba8148eadb2bf",0,0,0,0,0,0,0,0
"5b42382900e4d5c87a20aacd0f7671c9",0,0,5,0,0,0,0,0
"9479effeda2aff784e8e43146ba8724d",0,0,0,0,0,0,0,0
"fa86562a5534a8f5e54a630769bd556e",0,0,0,0,0,0,0,0
"31831a4ab7ee0e8c3384143514330241",0,0,0,0,0,0,0,0
"b8bff7baca856f5baba321a03beb073c",0,0,0,0,0,0,0,0
"4896316629047e8da2a13421f56b055c",0,0,0,0,0,0,0,0
"32e48c5806156391baf2d57605e9b9ed",0,0,0,0,0,0,0,0
"43549dfffeada0beaa5935231505f662",0,0,0,0,0,0,0,0
"5cbe00db1138a4a89a1285fae094705a",0,0,0,0,0,0,0,0
"9c27fc035ed2f8bc13fa3d682a49e5b9",0,0,0,0,0,0,0,0
"d815d5e2ebf3e7fa692e849f6d0400da",0,0,0,0,0,0,0,0
"923a96fd1debbd811788f38a5f363a37",0,0,0,0,0,0,0,0
"9b602ef524620d9d57d6952c7941cc2c",0,0,0,0,0,0,0,0
"e6d5af695272b43e29e2d697646858fa",0,0,0,0,0,0,0,0
"a556442b113d4769fcd3ef7d67a6fd77",0,0,0,0,0,0,10,0
"ee12156a0f6835482e0258c77f18756d",0,0,0,0,0,0,0,0
"a94d89dcf7bb95846d68f8d547f03ca7",0,0,0,0,0,0,0,0
"027e0c1ebe6d5f89aed9762f39ea54ac",0,0,0,0,0,0,0,0
"4b3f4c521b0eb1e4361ffb0d458fa4c3",0,0,0,0,0,0,0,0
"1bdd2424bb922a6f8dfcd45e43323009",0,0,0,0,0,0,0,0
"0b9805e310230011242c15b1649b1b4c",0,0,0,0,0,0,0,0
"bcb774355172cd9088b459acf748d569",0,0,0,0,0,0,0,0
"c84c47ad8feca4dcf15e76a83b25dbce",0,0,0,0,0,0,0,0
"bfe8d9d10133b336e71390d7862e4c31",0,0,0,0,0,0,0,0
"0594e3b994c98e7c3dd93f41f4afd233",0,0,0,0,0,0,0,0
"a0cc2421f3da871050a99994b84b9812",0,0,0,0,0,0,0,0
"549eaad3a001f5270f3a699e8fc09cff",0,0,0,0,0,0,0,0
"dadf4c86c500628b2f81f5d5bd5f6cc9",0,0,0,0,0,0,0,0
"6c480c0ab011db90847eadea8277245e",0,0,0,0,0,0,0,0
"b8f29f72529ea486ea8e56cbf800adad",0,0,0,0,0,0,0,0
"f25941f6b843c3176403494f72dcea17",0,0,0,0,0,0,0,0
"e684d28a252246db086b3c62ffee88bc",0,0,0,0,0,0,0,0
"a5e89945957e8efb92fde38ae0933d94",0,0,0,0,0,0,0,11
"b34ce116919009fd58acc83e8b48911a",0,0,0,0,35,0,0,0
"b2d4dacd005400b51eb0fbba0c93a768",0,0,0,0,0,0,0,0
"6607de21ec1969c619ba25378913ebbf",0,0,0,0,0,0,0,0
"60469bc25c57acbc78cc9210cf50858c",0,0,0,0,0,0,0,0
"30ce9aa7a623b55debae0deae9f9154e",0,0,0,0,0,0,9,0
"7a45f0dc5f3b52df091a0f6fa40eb5c6",0,0,0,0,0,0,0,0
"832637d768ca0009495e282572cb0285",0,0,0,0,0,0,0,0
"624f29dc1d6b1bd30179508c2c221c4e",0,0,0,0,0,0,0,0
"3d11e36224def2b1273cce3df7eeb5f0",0,0,0,0,0,0,0,0
"5671ee73a23c598ca03cb615beea75df",0,0,0,0,0,0,0,0
"b6b1a69cb30f43bd2b4241d086b377d0",0,0,0,0,0,0,0,0
"00afca2ca90579a3a8e6323a22fd1f2d",0,0,0,0,0,0,0,0
"6521f34e85eb9034e3bd9d4e58dff50a",0,0,0,0,0,0,0,0
"a7f7e4dc920d552b19d8edb893aa9176",0,0,0,0,0,0,0,0
"6bc54351f49e3c0a77e99393ee3e69da",0,0,0,0,0,0,0,0
"8f0e087fcd18233fa636568171fbb660",0,0,0,0,0,0,0,0
"e0e825d170288a206b4763dfecb5e70d",0,0,0,0,0,0,0,0
"b5a421fe5ae65a78283e0317e3ded4cc",33,0,0,0,0,0,0,0
"9f8a0ecc1bb4225d2b5badf019b84346",0,0,0,33,0,0,0,0
"6bbfc75a5784d50b64153456e424eae7",0,0,0,0,0,0,0,0
"aeaff43e42f05d810af22db9735ce0f2",0,0,0,0,0,0,0,0
"ec022f7f636d7f9cab5fecc8544d75bb",0,0,0,0,0,0,0,0
"435f0c6ecc2b9a7be7248788bf0a8156",0,0,0,0,0,0,0,0
"5c2e162e3fcce23e3112e620def6b259",0,0,0,0,0,0,0,0
"5d89b80056b04e0cd2b1f025211e9aa8",0,0,0,0,0,0,0,0
"ace9f347c03bf6958950f6f23eb2b69f",0,0,0,0,0,0,0,0
"204061fd3506eb3ef2240cd17a08ddb5",0,0,0,0,0,0,0,0
"c76aea59019f8d4e708f3a6bdf9a6061",0,0,0,0,0,0,0,0
"50f017ffe051b194d82cd738e7607925",0,0,0,0,0,0,0,0
"1c7bf54715be40e6a42bb0eb8b41bf41",0,0,0,0,0,0,0,0
"35fa8bb19b6a5442ddc9d92e70fd85c5",0,0,0,0,0,0,0,0
"578094f660391621c581fa2b452963ef",0,0,0,0,0,0,0,0
"7023e1c871fd7274270b0cc155fff13e",0,0,0,0,0,0,0,0
"0ced3aa1559e90512869188be117360d",0,0,0,0,0,0,0,0
"96d3862897c03b1ec9e3bcb6d942f625",0,0,0,0,0,0,0,0
"bf3be6875c2b92070605700aebaac3a8",0,0,0,0,0,0,0,0
"5e6ef9e024e09478fa398a9ee0893816",0,0,0,0,0,0,0,0
"8f2ddb8d1729fc35598d70fbcbd1b1af",0,0,0,0,0,0,0,0
"6c8f795e879f97af6bbf0a5f9f80c30e",0,0,0,0,0,0,0,0
"4a4ae412077d720d6e20437907dbf5d9",0,0,0,0,0,0,0,0
"08d2bfcfd0069ab6dab966a83b1525eb",0,0,0,0,0,0,0,0
"ea44c627c5f751d68fd9344cd61c0abb",0,0,0,0,0,0,0,0
"5ee9194d3099caf1ff99fcb37ada644c",0,0,0,0,0,0,0,0
"3bddce8445785bc4c8e44baa5047d4f2",0,0,0,0,0,0,0,0
"d685ccd822bc6be700f5cc78a8671d50",0,0,0,0,0,0,0,0
"ed2a98e1d8ff278e4bc8ce7d15ccb736",0,0,0,0,0,0,0,0
"b13ddde0069c565c7a349e070a5b01e8",0,0,0,0,0,0,0,0
"9bfcc395198f6c05b9039d770c701c97",0,0,0,0,0,0,0,0
"aa59436f8ab4de19b8d8d6a3e48e98c3",0,0,0,0,0,0,0,0
"d86ecea421630baa87ba599095647247",0,0,0,0,0,0,0,0
"60381c658e672cacaf30088fdd969a11",0,0,0,0,0,0,0,0
"c4576498e6b8f83eaf69e2d6de6a5e41",0,0,0,0,0,0,0,0
"4122af4764f9146379936119ab3a9668",0,0,0,0,0,0,0,0
"441dad84ee7ad23bcc860c5c80782b29",0,0,0,0,0,0,0,0
"5349a99aca67fce161e051d82b05af44",0,0,0,0,0,0,0,0
"cb1aa5310a39b5f105a228a613f261d7",0,0,0,0,0,0,0,0
"6878b3da0ea6b4bff43d8e9eae718897",0,0,0,0,0,0,0,0
"dcf939dc2f792b859cfaf8c7302cbfda",0,0,0,0,0,0,0,0
"74b35d1c911e9b7b0bc42adba715320e",0,0,0,0,0,0,0,0
"40832eb841c1f2272e0d23b21bfeb9b4",0,0,0,0,0,0,21,0
"74d8fe7833e8e7876bfd6f287784f9e0",0,0,0,25,0,0,0,0
"0fedef695a6b95404d2bef84903d1caf",0,0,0,0,28,0,0,0
"54d342da3184158977715dad60fa1840",0,0,0,0,0,0,0,0
"6ec5f366e6d3857f87b4a431c75a43a4",0,0,0,0,0,0,0,0
"231e7d625fbbe5202830f83364a8a44f",0,0,0,0,0,0,0,0
"609f592edb55eab2ff0ac1e5e3a6784d",0,0,0,0,0,0,0,0
"e049143566fdbf636b45c8c4204cd8df",0,0,0,0,0,0,0,0
"3569a329ea985b4c4e3170d58e8b9ac1",0,0,0,0,0,0,0,0
"178f4ffcb9acecaa904851fe68416ae7",0,0,0,0,0,0,0,0
"d3c00ff63119876bf44a4d94349c02a1",0,27,0,0,0,0,0,0
"8da9199f039706aedfe280884ad06caa",0,0,27,0,0,0,0,0
"aa4c1b39bd3f9b59a6d7aa05b4a1496b",0,0,0,0,0,0,0,0
"590095a8b45b80550ec775185190e632",0,0,0,0,0,0,0,0
"47c9b81665325af8ac9d7e8fa48f083c",0,0,0,0,0,0,0,0
"79ce7dadc97f62cf7429f156627ea78d",0,0,0,0,0,0,0,0
"1696461406830c22ce43594131d46d27",0,0,0,0,0,0,0,0
"dcbdb85393562181f14e4cd7847a1a63",0,0,0,0,0,0,0,0
"549587755950c963167f8d90cfb152c5",0,0,0,0,0,0,0,0
"2272ef54034f8ee5404cc5601865e21d",0,0,0,0,0,0,0,0
"7c620f0514ef879c56c6b5a008620d3a",0,0,0,0,0,0,0,0
"4b0b1066003b45ef1f585f590a9fd25e",0,0,0,0,0,0,0,0
"43f151b00b9183e0e645bcb5f0839d2d",0,0,0,0,0,0,0,0
"110a9cef69415098d18789d45046748a",0,0,26,0,0,0,0,0
"e867c729ef19ace6473c715a9c6dce74",0,0,10,0,0,0,0,0
"2a8d390ab96abbc630eaf71df8084af9",0,0,0,0,0,0,0,0
"4c68956473f5ee53ea98cabee1bef60f",0,0,0,0,0,0,0,0
"65b81428c04fe1ce142c7c1843a5bc94",0,0,0,0,0,0,0,0
"f96b5ca55264b2a70631be3f0f8d1ced",0,0,0,0,0,0,0,0
"aa1d4393e3bb924e645242ad13861e60",0,0,0,0,0,0,0,0
"fa39dce9ba93e4cc08af2a1c535c8e52",0,0,0,0,0,0,0,0
"74bd90155f4f3630d711d3df6231bda0",0,0,0,0,0,0,0,0
"fe07219d6010386ad3e9488d3272747f",0,0,0,0,0,0,0,0
